Date,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%),Index Market Capitalisation (Rs. Crores)
2025-03-31,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2792576080.0,,0.82,0.8,0.17,1.81,-0.3,0.02,87140.06
2025-03-31,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6193408822.0,,2.96,1.11,0.41,1.25,8.51,0.02,314046.03
2025-03-31,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,,1.0,0.6,0.15,1.4,7.38,0.02,105588.33
2025-03-31,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,,0.63,0.56,0.13,1.19,9.31,0.02,66660.63
2025-03-31,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,,0.82,2.06,0.52,1.55,10.62,0.03,87060.57
2025-03-31,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1154180729.0,,0.57,1.95,0.36,1.55,10.49,0.02,60153.86
2025-03-31,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14131839426.0,,8.95,0.99,0.47,1.01,11.98,0.02,949134.81
2025-03-31,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12514119782.0,,3.59,0.66,0.25,0.9,3.73,0.02,380387.81
2025-03-31,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834455365.0,,0.66,0.49,0.11,1.37,2.48,0.02,69607.75
2025-03-31,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20763668865.0,,5.31,0.76,0.2,1.66,-6.94,0.02,563881.77
2025-03-31,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7790544720.0,,0.4,0.63,0.21,6.42,-34.37,0.1,42679.65
2025-03-31,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,,1.19,0.76,0.2,1.44,-0.45,0.02,126001.5
2025-03-31,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4894968560.0,,0.85,0.86,0.2,1.64,-4.68,0.03,89713.4
2025-03-31,TATASTEEL,Tata Steel Ltd.,STEEL,12483527171.0,,1.2,1.34,0.46,1.48,12.42,0.02,127196.03
2025-03-31,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,7362378430.0,,1.32,1.18,0.29,1.95,8.67,0.02,140368.08
2025-03-31,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,989494148.0,,0.61,0.62,0.12,1.02,3.96,0.02,65066.27
2025-03-31,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3618087518.0,,3.46,0.66,0.19,1.05,3.53,0.02,367304.24
2025-03-31,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,,1.76,0.57,0.16,1.25,8.88,0.02,186520.28
2025-03-31,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924620034.0,,2.79,1.45,0.52,1.28,12.01,0.02,295601.6
2025-03-31,SHRIRAMFIN,Shriram Finance Ltd.,NBFC,3760767760.0,,0.86,1.64,0.41,1.83,6.27,0.02,91565.93
2025-03-31,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10021169710.0,,0.65,0.76,0.19,1.48,8.2,0.03,69184.44
2025-03-31,TRENT,Trent Ltd.,SPECIALITY RETAIL,355487461.0,,1.11,1.08,0.16,2.01,9.76,0.02,118022.67
2025-03-31,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,,0.95,1.2,0.43,1.01,11.83,0.03,100599.98
2025-03-31,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,,1.24,1.34,0.41,1.53,15.75,0.03,131237.67
2025-03-31,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,,0.9,1.62,0.41,1.48,9.38,0.02,95438.84
2025-03-31,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,,0.76,0.42,0.09,1.23,2.79,0.03,80482.94
2025-03-31,NTPC,NTPC Ltd.,POWER,96966661340.0,,1.59,1.55,0.47,1.95,14.82,0.03,169103.36
2025-03-31,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870.0,,1.42,0.83,0.26,0.92,-3.55,0.02,150812.19
2025-03-31,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,,2.22,1.32,0.32,1.67,3.12,0.02,235587.38
2025-03-31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2750350030.0,,3.85,1.42,0.5,1.16,10.38,0.02,408859.01
2025-03-31,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9941114965.0,,3.0,0.88,0.23,1.42,14.1,0.01,318384.33
2025-03-31,JIOFIN,Jio Financial Services Ltd.,NBFC,63531416230.0,,0.7,1.35,0.34,2.2,9.59,0.03,74321.77
2025-03-31,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,135000000000.0,,8.12,1.16,0.56,1.43,6.25,0.01,861581.36
2025-09-30,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,1928314320.0,,0.73,0.69,0.2,1.05,-0.29,0.03,82432.53
2025-09-30,NTPC,NTPC Ltd.,POWER,96966661340.0,,1.43,1.09,0.37,0.95,3.94,0.03,160963.35
2025-09-30,MAXHEALTH,Max Healthcare Institute Ltd.,HOSPITAL,9722364310.0,,0.73,0.99,0.14,1.25,-3.43,0.02,82627.96
2025-09-30,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870.0,,1.86,0.84,0.24,1.15,8.37,0.02,209748.96
2025-09-30,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966.0,,0.95,1.15,0.38,1.05,11.31,0.03,106746.57
2025-09-30,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2751112006.0,,3.81,1.2,0.41,0.93,1.61,0.02,428507.59
2025-09-30,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9942962565.0,,2.6,0.98,0.29,0.9,1.65,0.01,292236.09
2025-09-30,JIOFIN,Jio Financial Services Ltd.,NBFC,63531416230.0,,0.85,1.58,0.42,0.88,-5.94,0.03,95820.71
2025-09-30,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,,0.82,1.07,0.31,0.78,2.48,0.02,92774.38
2025-09-30,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155.0,,2.69,1.36,0.35,2.23,7.11,0.01,302867.46
2025-09-30,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,93006038190.0,,1.12,1.03,0.32,1.19,1.82,0.03,126589.87
2025-09-30,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3618087518.0,,2.61,0.89,0.3,1.18,-6.36,0.02,294171.72
2025-09-30,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10024752260.0,,0.71,0.83,0.24,0.93,-0.83,0.03,80108.34
2025-09-30,SHRIRAMFIN,Shriram Finance Ltd.,NBFC,3762015766.0,,0.76,1.68,0.38,1.14,6.18,0.02,86024.21
2025-09-30,SBIN,State Bank of India,PUBLIC SECTOR BANK,9230617586.0,,3.21,0.99,0.38,0.92,8.72,0.02,360977.37
2025-09-30,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,,1.49,0.64,0.16,0.95,-0.01,0.02,167544.85
2025-09-30,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,989541732.0,,0.65,0.88,0.22,1.33,6.0,0.02,73345.86
2025-09-30,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,7365045324.0,,1.26,1.27,0.31,1.57,1.67,0.02,141687.95
2025-09-30,TATASTEEL,Tata Steel Ltd.,STEEL,12483527171.0,,1.24,1.35,0.39,1.51,9.25,0.02,139178.17
2025-09-30,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4897811515.0,,0.79,1.04,0.27,1.37,-5.47,0.02,88650.24
2025-09-30,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,,1.23,0.83,0.24,0.91,-7.21,0.02,138556.68
2025-09-30,TRENT,Trent Ltd.,SPECIALITY RETAIL,355487461.0,,0.92,1.42,0.21,1.49,-11.71,0.02,103536.28
2025-09-30,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,135324726340.0,,8.18,1.18,0.53,0.61,0.5,0.01,920814.08
2025-09-30,INDIGO,InterGlobe Aviation Ltd.,AIRLINES,3865638350.0,,1.08,0.63,0.21,1.04,-0.91,0.02,121877.25
2025-09-30,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1154180729.0,,0.58,1.64,0.26,1.72,11.64,0.02,65091.79
2025-09-30,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12526662922.0,,3.43,0.53,0.18,0.85,-2.0,0.02,385806.24
2025-09-30,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2946791710.0,,1.29,0.98,0.32,0.94,-3.31,0.02,144680.78
2025-09-30,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890.0,,0.92,1.47,0.35,1.01,6.91,0.02,103292.5
2025-09-30,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,,0.66,0.76,0.19,0.84,-2.64,0.01,74646.89
2025-09-30,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,,0.94,0.75,0.21,1.09,-6.69,0.01,105975.63
2025-09-30,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6205359520.0,,2.87,1.06,0.37,1.03,8.27,0.02,323162.63
2025-09-30,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2792576080.0,,0.85,1.14,0.27,1.45,0.54,0.02,95927.24
2025-09-30,BAJFINANCE,Bajaj Finance Ltd.,NBFC,6222481865.0,,2.35,1.16,0.32,1.49,13.79,0.02,265031.04
2025-09-30,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1597813220.0,,1.01,1.18,0.38,0.99,4.85,0.02,114206.57
2025-09-30,BEL,Bharat Electronics Ltd.,DEFENSE,7309778829.0,,1.28,1.23,0.26,1.59,9.35,0.02,144281.35
2025-09-30,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28510526595.0,,4.53,0.91,0.32,0.75,-0.55,0.02,510541.57
2025-09-30,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20771961015.0,,4.6,1.1,0.3,1.62,-1.89,0.02,517987.35
2025-09-30,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1615508148.0,,0.75,0.73,0.17,0.99,-5.42,0.02,84318.94
2025-09-30,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834613760.0,,0.66,0.68,0.17,1.32,-2.89,0.02,74343.29
2025-09-30,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,274277990.0,,0.85,1.12,0.34,1.23,14.79,0.01,96128.64
2025-09-30,ETERNAL,Eternal Ltd.,E-RETAIL/ E-COMMERCE,9650350647.0,,2.01,1.3,0.18,1.39,3.68,0.02,226021.12
2025-09-30,GRASIM,Grasim Industries Ltd.,CEMENT,1361034062.0,,0.93,1.12,0.44,0.72,-0.67,0.02,105043.63
2025-09-30,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,,1.3,1.07,0.29,1.21,-4.79,0.02,146338.87
2025-09-30,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,15360347948.0,,12.87,0.92,0.45,0.52,-0.06,0.02,1448428.51
2025-09-30,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21554475820.0,,0.72,0.8,0.23,1.13,-2.02,0.01,80945.43
2025-09-30,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247226523.0,,0.98,1.26,0.34,1.02,8.24,0.02,110049.75
2025-09-30,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,,1.98,0.45,0.09,0.81,-5.47,0.01,222528.38
2025-09-30,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14286352056.0,,8.52,0.89,0.45,0.63,-3.56,0.02,959257.48
2025-09-30,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,,0.78,0.91,0.31,0.84,4.04,0.03,88309.73
2025-09-30,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,20967373360.0,,0.6,1.08,0.27,1.37,-4.03,0.02,68106.79
